# spliced functions with a per-symbol relocation record: 723
#   no-relocs        723
# DISAGREEMENTS: 0
#
# verdict       port targets                 c2 targets                   TU :: symbol
no-relocs       (none)                       (none)                       src/system/rndobj/Text.cpp :: ??0?$_Rb_tree_iterator@U?$pair@QAVRndFontBase@@V?$set@GU?$less@G@stlpmtx_std@@V?$StlNodeAlloc@G@2@@stlpmtx_std@@@stlpmtx_std@@U?$_ConstMapTraitsT@U?$pair@QAVRndFontBase@@V?$set@GU?$less@G@stlpmtx_std@@V?$StlNodeAlloc@G@2@@stlpmtx_std@@@stlpmtx_std@@@priv@2@@stlpmtx_std@@QAA@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Text.cpp :: ??0?$_Rb_tree_iterator@U?$pair@QAVRndFontBase@@V?$set@GU?$less@G@stlpmtx_std@@V?$StlNodeAlloc@G@2@@stlpmtx_std@@@stlpmtx_std@@U?$_MapTraitsT@U?$pair@QAVRndFontBase@@V?$set@GU?$less@G@stlpmtx_std@@V?$StlNodeAlloc@G@2@@stlpmtx_std@@@stlpmtx_std@@@priv@2@@stlpmtx_std@@QAA@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Trans.cpp :: ??0?$_List_iterator@PAVRndTransformable@@U?$_Const_traits@PAVRndTransformable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Trans.cpp :: ??0?$_List_iterator@PAVRndTransformable@@U?$_Nonconst_traits@PAVRndTransformable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/TransAnim.cpp :: ?front@?$vector@V?$Key@VQuat@Hmx@@@@V?$StlNodeAlloc@V?$Key@VQuat@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VQuat@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/TransAnim.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/TransAnim.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Const_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@PAVRndGroup@@U?$_Const_traits@PAVRndGroup@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@PAVRndGroup@@U?$_Nonconst_traits@PAVRndGroup@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@UBuildPoly@@U?$_Nonconst_traits@UBuildPoly@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ?front@?$vector@V?$Key@VQuat@Hmx@@@@V?$StlNodeAlloc@V?$Key@VQuat@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV?$Key@VQuat@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ?front@?$vector@V?$Key@VQuat@Hmx@@@@V?$StlNodeAlloc@V?$Key@VQuat@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VQuat@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Utl.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/VelocityBuffer.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Faders.cpp :: ??0?$_List_iterator@MU?$_Const_traits@M@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Faders.cpp :: ??0?$_List_iterator@MU?$_Nonconst_traits@M@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/MetaMusic.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/MetaMusic.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/MidiSynth.cpp :: ??0?$_List_iterator@UNote@MidiChannel@@U?$_Const_traits@UNote@MidiChannel@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/MidiSynth.cpp :: ??0?$_List_iterator@UNote@MidiChannel@@U?$_Nonconst_traits@UNote@MidiChannel@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Pollable.cpp :: ??0?$_List_iterator@PAVSynthPollable@@U?$_Nonconst_traits@PAVSynthPollable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Sequence.cpp :: ??0?$_List_iterator@HU?$_Const_traits@H@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Sequence.cpp :: ??0?$_List_iterator@HU?$_Nonconst_traits@H@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Sound.cpp :: ??0?$_List_iterator@PAUDelayArgs@Sound@@U?$_Nonconst_traits@PAUDelayArgs@Sound@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Sound.cpp :: ??0?$_List_iterator@PAVPlayableSample@@U?$_Const_traits@PAVPlayableSample@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Sound.cpp :: ??0?$_List_iterator@PAVPlayableSample@@U?$_Nonconst_traits@PAVPlayableSample@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Synth.cpp :: ??0?$_List_iterator@P6AXXZU?$_Nonconst_traits@P6AXXZ@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Synth.cpp :: ??0?$_List_iterator@PAVObject@Hmx@@U?$_Nonconst_traits@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Synth.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Synth.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Synth.cpp :: ??0?$_List_iterator@PAVSampleInst@@U?$_Nonconst_traits@PAVSampleInst@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Synth.cpp :: ??0?$_List_iterator@PAVSynthPollable@@U?$_Const_traits@PAVSynthPollable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/Synth.cpp :: ??0?$_List_iterator@PAVSynthPollable@@U?$_Nonconst_traits@PAVSynthPollable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/SynthSample.cpp :: ??0?$_List_iterator@PAVSampleInst@@U?$_Nonconst_traits@PAVSampleInst@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/VorbisReader.cpp :: ??0?$_List_iterator@PAVVorbisReader@@U?$_Nonconst_traits@PAVVorbisReader@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth/VorbisReader.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth_xbox/StreamReceiver.cpp :: ??0?$_List_iterator@PAVVoice@@U?$_Nonconst_traits@PAVVoice@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth_xbox/StreamReceiver360.cpp :: ??0?$_List_iterator@PAVVoice@@U?$_Nonconst_traits@PAVVoice@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth_xbox/Synth.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth_xbox/Voice.cpp :: ??0?$_List_iterator@PAVVoice@@U?$_Const_traits@PAVVoice@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth_xbox/Voice.cpp :: ??0?$_List_iterator@PAVVoice@@U?$_Nonconst_traits@PAVVoice@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/synth_xbox/Voice.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/LocalePanel.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/LocalePanel.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/LocalePanel.cpp :: ??0?$_List_iterator@UPanelRef@@U?$_Nonconst_traits@UPanelRef@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/PanelDir.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/PanelDir.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/PanelDir.cpp :: ??0?$_List_iterator@PAVUIComponent@@U?$_Const_traits@PAVUIComponent@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/PanelDir.cpp :: ??0?$_List_iterator@PAVUIComponent@@U?$_Nonconst_traits@PAVUIComponent@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/PanelDir.cpp :: ??0?$_List_iterator@PAVUITrigger@@U?$_Const_traits@PAVUITrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/PanelDir.cpp :: ??0?$_List_iterator@PAVUITrigger@@U?$_Nonconst_traits@PAVUITrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UI.cpp :: ??0?$_List_iterator@P6AXAAVFixedString@@@ZU?$_Nonconst_traits@P6AXAAVFixedString@@@Z@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UI.cpp :: ??0?$_List_iterator@P6AXXZU?$_Nonconst_traits@P6AXXZ@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UI.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UI.cpp :: ?front@?$vector@PAVUIScreen@@V?$StlNodeAlloc@PAVUIScreen@@@stlpmtx_std@@@stlpmtx_std@@QAAAAPAVUIScreen@@XZ
no-relocs       (none)                       (none)                       src/system/ui/UIList.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Const_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UIListDir.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UIListDir.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UIListProvider.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UIScreen.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UIScreen.cpp :: ??0?$_List_iterator@UPanelRef@@U?$_Const_traits@UPanelRef@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UIScreen.cpp :: ??0?$_List_iterator@UPanelRef@@U?$_Nonconst_traits@UPanelRef@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UITrigger.cpp :: ??0?$_List_iterator@UAnim@EventTrigger@@U?$_Const_traits@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UITrigger.cpp :: ??0?$_List_iterator@UAnim@EventTrigger@@U?$_Nonconst_traits@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/ui/UITrigger.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/BeatMap.cpp :: ?front@?$vector@UBeatInfo@@V?$StlNodeAlloc@UBeatInfo@@@stlpmtx_std@@@stlpmtx_std@@QBAABUBeatInfo@@XZ
no-relocs       (none)                       (none)                       src/system/utl/BinStream.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Cheats.cpp :: ??0?$_List_iterator@UCheatLog@@U?$_Const_traits@UCheatLog@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Cheats.cpp :: ??0?$_List_iterator@UCheatLog@@U?$_Nonconst_traits@UCheatLog@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/ChunkStream.cpp :: ??0?$_List_iterator@UDecompressTask@@U?$_Nonconst_traits@UDecompressTask@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/DebugGraph.cpp :: ??0?$_List_iterator@USample@DebugGraph@@U?$_Const_traits@USample@DebugGraph@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/DebugGraph.cpp :: ??0?$_List_iterator@USample@DebugGraph@@U?$_Nonconst_traits@USample@DebugGraph@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/JobMgr.cpp :: ??0?$_List_iterator@PAVJob@@U?$_Const_traits@PAVJob@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/JobMgr.cpp :: ??0?$_List_iterator@PAVJob@@U?$_Nonconst_traits@PAVJob@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Loader.cpp :: ??0?$_List_iterator@PAVLoader@@U?$_Const_traits@PAVLoader@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Loader.cpp :: ??0?$_List_iterator@PAVLoader@@U?$_Nonconst_traits@PAVLoader@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Loader.cpp :: ??0?$_List_iterator@U?$pair@VString@@P6APAVLoader@@ABVFilePath@@W4LoaderPos@@@Z@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@VString@@P6APAVLoader@@ABVFilePath@@W4LoaderPos@@@Z@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/MemTrack.cpp :: ?front@?$vector@PADV?$StlNodeAlloc@PAD@stlpmtx_std@@@stlpmtx_std@@QAAAAPADXZ
no-relocs       (none)                       (none)                       src/system/utl/MemTracker.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/MemTracker.cpp :: ?front@?$vector@PADV?$StlNodeAlloc@PAD@stlpmtx_std@@@stlpmtx_std@@QAAAAPADXZ
no-relocs       (none)                       (none)                       src/system/utl/NetCacheMgr.cpp :: ??0?$_List_iterator@UNetLoaderRef@@U?$_Nonconst_traits@UNetLoaderRef@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/NetCacheMgr.cpp :: ??0?$_List_iterator@UServerData@NetCacheMgr@@U?$_Const_traits@UServerData@NetCacheMgr@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/NetCacheMgr.cpp :: ??0?$_List_iterator@UServerData@NetCacheMgr@@U?$_Nonconst_traits@UServerData@NetCacheMgr@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/OSCMessenger.cpp :: ??0?$_List_iterator@UOSCValue@OSCMessenger@@U?$_Nonconst_traits@UOSCValue@OSCMessenger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Song.cpp :: ??0?$_List_iterator@PAVMidiParser@@U?$_Const_traits@PAVMidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Song.cpp :: ??0?$_List_iterator@PAVMidiParser@@U?$_Nonconst_traits@PAVMidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Symbol.cpp :: ??0?$_List_iterator@P6AXXZU?$_Nonconst_traits@P6AXXZ@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/utl/Symbol.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraManager.cpp :: ??0?$_List_iterator@PAVCamShot@@U?$_Nonconst_traits@PAVCamShot@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@U?$_Const_traits@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@U?$pair@PAVRndMultiMeshProxy@@H@stlpmtx_std@@U?$_Const_traits@U?$pair@PAVRndMultiMeshProxy@@H@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@UCharData@WorldCrowd@@U?$_Const_traits@UCharData@WorldCrowd@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@UCharData@WorldCrowd@@U?$_Nonconst_traits@UCharData@WorldCrowd@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Const_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/CameraShot.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
